,R,D,H,PL,F,freq_band
221,4683.9052091021,3774.304058187253,-50.0,116.74130605730338,9.544068044350276,5G_3.5G
222,29624.924383496567,5547.389562048737,188.0,170.1216517178233,9.544068044350276,5G_3.5G
223,62590.2610460191,50672.2157698187,-618.0,172.25340204796936,9.544068044350276,5G_3.5G
224,9537.907939549326,3576.2396206296808,-1.0,133.90139055989962,9.544068044350276,5G_3.5G
225,61138.25541760885,1189.4282025178563,174.0,179.93002981583444,9.544068044350276,5G_3.5G
226,29381.544203447025,27123.89561831966,58.0,159.94175148938032,9.544068044350276,5G_3.5G
227,25501.83811059434,9768.79404423422,147.0,170.46904137251673,9.544068044350276,5G_3.5G
228,48619.10267229824,13696.395196582109,79.0,174.81568230336237,9.544068044350276,5G_3.5G
229,38058.89831674414,35645.28418659375,79.0,164.8481328047965,9.544068044350276,5G_3.5G
230,47388.967086675446,16568.51399252462,219.0,184.76180042393864,9.544068044350276,5G_3.5G
231,32156.94616469218,9516.804698803837,167.0,166.14475618511463,9.544068044350276,5G_3.5G
232,22768.5050748175,20341.16893122184,123.0,164.71334291044485,9.544068044350276,5G_3.5G
233,19430.856841427136,924.5352680782,53.0,175.36691042135902,9.544068044350276,5G_3.5G
234,62452.28283336901,5527.487761670174,94.0,182.59159673259768,9.544068044350276,5G_3.5G
235,55557.48929942414,4085.041614080718,71.0,167.20417894553097,9.544068044350276,5G_3.5G
236,35263.67378899698,10198.58605221111,361.0,173.77191123350906,9.544068044350276,5G_3.5G
237,42961.29379992348,31034.693757281948,173.0,164.88313496916192,9.544068044350276,5G_3.5G
238,56203.23604314335,2873.5041622838216,129.0,172.74388062675115,9.544068044350276,5G_3.5G
239,35437.323474147655,33181.87024171773,61.0,161.52081552468314,9.544068044350276,5G_3.5G
240,34691.127380977465,11713.621317104084,323.0,171.9927335881776,9.544068044350276,5G_3.5G
241,53549.40028632418,4328.591625657095,76.0,166.56737633068522,9.544068044350276,5G_3.5G
242,39812.90080198989,7493.05327169179,294.0,173.95361987539366,9.544068044350276,5G_3.5G
243,20626.910291012675,15760.398374776822,74.0,159.7750428425285,9.544068044350276,5G_3.5G
244,24434.979114535872,22088.154921408557,60.0,159.97473817394115,9.544068044350276,5G_3.5G
245,45517.39800299687,17902.97967344698,156.0,174.37380643207422,9.544068044350276,5G_3.5G
246,32117.390830278546,29766.927240367164,-101.0,160.3412692099673,9.544068044350276,5G_3.5G
247,40536.44310358545,1997.718298882192,81.0,175.98617194946007,9.544068044350276,5G_3.5G
248,46667.09893492475,924.5912298274164,314.0,184.3207973670305,9.544068044350276,5G_3.5G
249,39835.127217257184,37445.965359846894,125.0,169.32349414539362,9.544068044350276,5G_3.5G
250,46359.0967695791,10573.566865999705,93.0,174.73129696751346,9.544068044350276,5G_3.5G
251,28671.75861867933,4622.738856718417,54.0,160.8802091043121,9.544068044350276,5G_3.5G
252,47267.73566026974,1193.1988610232936,66.0,194.32599421977068,9.544068044350276,5G_3.5G
253,62217.68778201784,756.2486609899037,119.0,180.42838393024445,9.544068044350276,5G_3.5G
254,21319.17855129633,1849.2905410669323,28.0,155.21289029873725,9.544068044350276,5G_3.5G
255,50716.65704197226,5287.622222649687,691.0,184.26397009313612,9.544068044350276,5G_3.5G
256,20935.557846592263,4884.459489505067,89.0,165.0609715405725,9.544068044350276,5G_3.5G
257,53861.546113780496,22619.589832924088,302.0,175.87931894979167,9.544068044350276,5G_3.5G
258,30350.8411847136,3878.017808400998,228.0,172.70150745387383,9.544068044350276,5G_3.5G
259,41850.839374368006,924.4857498258536,123.0,174.83530661416123,9.544068044350276,5G_3.5G
260,50387.462056066186,924.519601905516,65.0,189.15883985880495,9.544068044350276,5G_3.5G
261,26526.683402292478,19920.283632491628,81.0,161.90946388064708,9.544068044350276,5G_3.5G
262,44217.599278906106,5966.564808566938,281.0,176.63597568073368,9.544068044350276,5G_3.5G
263,36609.1605677817,5294.758410881387,67.0,168.54808484141063,9.544068044350276,5G_3.5G
264,19399.978577300168,8195.303393593429,337.0,169.44863257211577,9.544068044350276,5G_3.5G
265,41421.82114764831,11097.312152894943,111.0,164.4658355349658,9.544068044350276,5G_3.5G
266,45513.3397340115,6455.374461878437,82.0,173.61417563112474,9.544068044350276,5G_3.5G
267,50598.920335515184,924.5618075613778,78.0,194.68620251727376,9.544068044350276,5G_3.5G
268,39952.64657272118,752.7356895545289,93.0,199.34310429102516,9.544068044350276,5G_3.5G
269,41215.76776076993,3146.8998705177346,12.0,169.54343200484243,9.544068044350276,5G_3.5G
270,48139.45189113394,3541.1045340486776,52.0,162.60511857375272,9.544068044350276,5G_3.5G
271,41777.43599024657,22305.360278724587,124.0,163.69981499138785,9.544068044350276,5G_3.5G
272,39665.51450630448,1997.6286299329995,203.0,175.91208325910833,9.544068044350276,5G_3.5G
273,53366.082886790784,8853.875847230755,380.0,178.44761325382407,9.544068044350276,5G_3.5G
274,27900.797944366568,1849.2727558139495,175.0,171.941810068289,9.544068044350276,5G_3.5G
